CustomerID,ProductID,RegionID,PurchaseDate,StockDate,CostPrice,PurchasePrice,QuantityPurchased
14,2,2,10/06/2042,05/03/1990,1.6314,1.8208,2
15,3,3,11/06/2042,06/03/1990,2.0071,2.01,3
1,4,4,12/06/2042,07/03/1990,3.6068,3.9102,5
2,5,5,13/06/2042,08/03/1990,4.5532,4.5532,5
3,6,6,14/06/2042,09/03/1990,5.6314,5.5532,1
4,7,7,15/06/2042,10/03/1990,6.0071,6.5532,2
5,8,8,16/06/2042,11/03/1990,7.6068,7.5532,4
6,9,1,17/06/2042,12/03/1990,8.5532,8.5532,4
7,10,2,18/06/2042,13/03/1990,9.6314,9.5532,5
8,11,3,19/06/2042,14/03/1990,10.0071,10.5532,1
9,12,4,20/06/2042,15/03/1990,11.6068,11.5532,3
10,1,5,21/06/2042,16/03/1990,0.5532,0.6638,1
11,2,6,22/06/2042,17/03/1990,1.6314,1.8208,2
12,3,7,23/06/2042,18/03/1990,2.0071,2.01,3
13,4,8,24/06/2042,19/03/1990,3.6068,3.9102,5
14,5,1,25/06/2042,20/03/1990,4.5532,4.5532,5
15,6,2,26/06/2042,21/03/1990,5.6314,5.5532,1
1,7,3,27/06/2042,22/03/1990,6.0071,6.5532,2
2,8,4,28/06/2042,23/03/1990,7.6068,7.5532,4
3,9,5,29/06/2042,24/03/1990,8.5532,8.5532,4
4,10,6,30/06/2042,01/01/1990,9.6314,9.5532,5
5,11,7,01/07/2042,02/01/1990,10.0071,10.5532,1
6,12,8,02/07/2042,03/01/1990,11.6068,11.5532,3
7,1,1,03/07/2042,04/01/1990,0.5532,0.6638,1
8,2,2,04/07/2042,05/01/1990,1.6314,1.8208,2
9,3,3,05/07/2042,06/01/1990,2.0071,2.01,3
10,4,4,06/07/2042,07/01/1990,3.6068,3.9102,5
11,5,5,07/07/2042,08/01/1990,4.5532,4.5532,5
12,6,6,08/07/2042,09/01/1990,5.6314,5.5532,1
13,7,7,09/07/2042,10/01/1990,6.0071,6.5532,2
14,8,8,10/07/2042,11/01/1990,7.6068,7.5532,4
15,9,1,11/07/2042,12/01/1990,8.5532,8.5532,4
1,10,2,12/07/2042,13/01/1990,9.6314,9.5532,5
2,11,3,13/07/2042,14/01/1990,10.0071,10.5532,1
3,12,4,14/07/2042,15/01/1990,11.6068,11.5532,3
4,1,5,15/07/2042,16/01/1990,0.5532,0.6638,1
5,2,6,16/07/2042,17/01/1990,1.6314,1.8208,2
6,3,7,17/07/2042,18/01/1990,2.0071,2.01,3
7,4,8,18/07/2042,19/01/1990,3.6068,3.9102,5
8,5,1,19/07/2042,20/01/1990,4.5532,4.5532,5
9,6,2,20/07/2042,21/01/1990,5.6314,5.5532,1
10,7,3,21/07/2042,22/01/1990,6.0071,6.5532,2
11,8,4,22/07/2042,23/01/1990,7.6068,7.5532,4
12,9,5,23/07/2042,24/01/1990,8.5532,8.5532,4
13,10,6,24/07/2042,25/01/1990,9.6314,9.5532,5
14,11,7,25/07/2042,26/01/1990,10.0071,10.5532,1
15,12,8,26/07/2042,27/01/1990,11.6068,11.5532,3
1,1,1,27/07/2042,28/01/1990,0.5532,0.6638,1
2,2,2,28/07/2042,29/01/1990,1.6314,1.8208,2
3,3,3,29/07/2042,30/01/1990,2.0071,2.01,3
4,4,4,30/07/2042,31/01/1990,3.6068,3.9102,5
5,5,5,31/07/2042,01/02/1990,4.5532,4.5532,5
6,6,6,01/08/2042,02/02/1990,5.6314,5.5532,1
7,7,7,02/08/2042,03/02/1990,6.0071,6.5532,2
8,8,8,03/08/2042,04/02/1990,7.6068,7.5532,4
9,9,1,04/08/2042,05/02/1990,8.5532,8.5532,4
10,10,2,05/08/2042,06/02/1990,9.6314,9.5532,5
11,11,3,06/08/2042,07/02/1990,10.0071,10.5532,1
12,12,4,07/08/2042,08/02/1990,11.6068,11.5532,3
13,1,5,08/08/2042,09/02/1990,0.5532,0.6638,1
14,2,6,09/08/2042,10/02/1990,1.6314,1.8208,2
15,3,7,10/08/2042,11/02/1990,2.0071,2.01,3
1,4,8,11/08/2042,12/02/1990,3.6068,3.9102,5
2,5,1,12/08/2042,13/02/1990,4.5532,4.5532,5
3,6,2,13/08/2042,14/02/1990,5.6314,5.5532,1
4,7,3,14/08/2042,15/02/1990,6.0071,6.5532,2
5,8,4,15/08/2042,16/02/1990,7.6068,7.5532,4
6,9,5,16/08/2042,17/02/1990,8.5532,8.5532,4
7,10,6,17/08/2042,18/02/1990,9.6314,9.5532,5
8,11,7,18/08/2042,19/02/1990,10.0071,10.5532,1
9,12,8,19/08/2042,20/02/1990,11.6068,11.5532,3
10,1,1,20/08/2042,21/02/1990,0.5532,0.6638,1
11,2,2,21/08/2042,22/02/1990,1.6314,1.8208,2
12,3,3,22/08/2042,23/02/1990,2.0071,2.01,3
13,4,4,23/08/2042,24/02/1990,3.6068,3.9102,5
14,5,5,24/08/2042,25/02/1990,4.5532,4.5532,5
15,6,6,25/08/2042,26/02/1990,5.6314,5.5532,1
1,7,7,26/08/2042,27/02/1990,6.0071,6.5532,2
2,8,8,27/08/2042,28/02/1990,7.6068,7.5532,4
3,9,1,28/08/2042,01/03/1990,8.5532,8.5532,4
4,10,2,29/08/2042,02/03/1990,9.6314,9.5532,5
5,11,3,30/08/2042,03/03/1990,10.0071,10.5532,1
6,12,4,31/08/2042,04/03/1990,11.6068,11.5532,3
7,1,5,01/09/2042,05/03/1990,0.5532,0.6638,1
8,2,6,02/09/2042,06/03/1990,1.6314,1.8208,2
9,3,7,03/09/2042,07/03/1990,2.0071,2.01,3
10,4,8,04/09/2042,08/03/1990,3.6068,3.9102,5
11,5,1,05/09/2042,09/03/1990,4.5532,4.5532,5
12,6,2,06/09/2042,10/03/1990,5.6314,5.5532,1
13,7,3,07/09/2042,11/03/1990,6.0071,6.5532,2
14,8,4,08/09/2042,12/03/1990,7.6068,7.5532,4
15,9,5,09/09/2042,13/03/1990,8.5532,8.5532,4
1,10,6,10/09/2042,14/03/1990,9.6314,9.5532,5
2,11,7,11/09/2042,15/03/1990,10.0071,10.5532,1
3,12,8,12/09/2042,16/03/1990,11.6068,11.5532,3
4,1,1,13/09/2042,17/03/1990,0.5532,0.6638,1
5,2,2,14/09/2042,18/03/1990,1.6314,1.8208,2
6,3,3,15/09/2042,19/03/1990,2.0071,2.01,3
7,4,4,16/09/2042,20/03/1990,3.6068,3.9102,5
8,5,5,17/09/2042,21/03/1990,4.5532,4.5532,5
9,6,6,18/09/2042,22/03/1990,5.6314,5.5532,1
10,7,7,19/09/2042,23/03/1990,6.0071,6.5532,2
11,8,8,20/09/2042,24/03/1990,7.6068,7.5532,4
12,9,1,21/09/2042,01/01/1990,8.5532,8.5532,4
13,10,2,22/09/2042,02/01/1990,9.6314,9.5532,5
14,11,3,23/09/2042,03/01/1990,10.0071,10.5532,1
15,12,4,24/09/2042,04/01/1990,11.6068,11.5532,3
1,1,5,25/09/2042,05/01/1990,0.5532,0.6638,1
2,2,6,26/09/2042,06/01/1990,1.6314,1.8208,2
3,3,7,27/09/2042,07/01/1990,2.0071,2.01,3
4,4,8,28/09/2042,08/01/1990,3.6068,3.9102,5
5,5,1,29/09/2042,09/01/1990,4.5532,4.5532,5
6,6,2,30/09/2042,10/01/1990,5.6314,5.5532,1
7,7,3,01/10/2042,11/01/1990,6.0071,6.5532,2
8,8,4,02/10/2042,12/01/1990,7.6068,7.5532,4
9,9,5,03/10/2042,13/01/1990,8.5532,8.5532,4
10,10,6,04/10/2042,14/01/1990,9.6314,9.5532,5
11,11,7,05/10/2042,15/01/1990,10.0071,10.5532,1
12,12,8,06/10/2042,16/01/1990,11.6068,11.5532,3
13,1,1,07/10/2042,17/01/1990,0.5532,0.6638,1
14,2,2,08/10/2042,18/01/1990,1.6314,1.8208,2
15,3,3,09/10/2042,19/01/1990,2.0071,2.01,3
1,4,4,10/10/2042,20/01/1990,3.6068,3.9102,5
2,5,5,11/10/2042,21/01/1990,4.5532,4.5532,5
3,6,6,12/10/2042,22/01/1990,5.6314,5.5532,1
4,7,7,13/10/2042,23/01/1990,6.0071,6.5532,2
5,8,8,14/10/2042,24/01/1990,7.6068,7.5532,4
6,9,1,15/10/2042,25/01/1990,8.5532,8.5532,4
7,10,2,16/10/2042,26/01/1990,9.6314,9.5532,5
8,11,3,17/10/2042,27/01/1990,10.0071,10.5532,1
9,12,4,18/10/2042,28/01/1990,11.6068,11.5532,3
10,1,5,19/10/2042,29/01/1990,0.5532,0.6638,1
11,2,6,20/10/2042,30/01/1990,1.6314,1.8208,2
12,3,7,21/10/2042,31/01/1990,2.0071,2.01,3
13,4,8,22/10/2042,01/02/1990,3.6068,3.9102,5
14,5,1,23/10/2042,02/02/1990,4.5532,4.5532,5
15,6,2,24/10/2042,03/02/1990,5.6314,5.5532,1
1,7,3,25/10/2042,04/02/1990,6.0071,6.5532,2
2,8,4,26/10/2042,05/02/1990,7.6068,7.5532,4
3,9,5,27/10/2042,06/02/1990,8.5532,8.5532,4
4,10,6,28/10/2042,07/02/1990,9.6314,9.5532,5
5,11,7,29/10/2042,08/02/1990,10.0071,10.5532,1
6,12,8,30/10/2042,09/02/1990,11.6068,11.5532,3
7,1,1,31/10/2042,10/02/1990,0.5532,0.6638,1
8,2,2,01/11/2042,11/02/1990,1.6314,1.8208,2
9,3,3,02/11/2042,12/02/1990,2.0071,2.01,3
10,4,4,03/11/2042,13/02/1990,3.6068,3.9102,5
11,5,5,04/11/2042,14/02/1990,4.5532,4.5532,5
12,6,6,05/11/2042,15/02/1990,5.6314,5.5532,1
13,7,7,06/11/2042,16/02/1990,6.0071,6.5532,2
14,8,8,07/11/2042,17/02/1990,7.6068,7.5532,4
15,9,1,08/11/2042,18/02/1990,8.5532,8.5532,4
1,10,2,09/11/2042,19/02/1990,9.6314,9.5532,5
2,11,3,10/11/2042,20/02/1990,10.0071,10.5532,1
3,12,4,11/11/2042,21/02/1990,11.6068,11.5532,3
4,1,5,12/11/2042,22/02/1990,0.5532,0.6638,1
5,2,6,13/11/2042,23/02/1990,1.6314,1.8208,2
6,3,7,14/11/2042,24/02/1990,2.0071,2.01,3
7,4,8,15/11/2042,25/02/1990,3.6068,3.9102,5
8,5,1,16/11/2042,26/02/1990,4.5532,4.5532,5
9,6,2,17/11/2042,27/02/1990,5.6314,5.5532,1
10,7,3,18/11/2042,28/02/1990,6.0071,6.5532,2
11,8,4,19/11/2042,01/03/1990,7.6068,7.5532,4
12,9,5,20/11/2042,02/03/1990,8.5532,8.5532,4
13,10,6,21/11/2042,03/03/1990,9.6314,9.5532,5
14,11,7,22/11/2042,04/03/1990,10.0071,10.5532,1
15,12,8,23/11/2042,05/03/1990,11.6068,11.5532,3
1,1,1,24/11/2042,06/03/1990,0.5532,0.6638,1
2,2,2,25/11/2042,07/03/1990,1.6314,1.8208,2
3,3,3,26/11/2042,08/03/1990,2.0071,2.01,3
4,4,4,27/11/2042,09/03/1990,3.6068,3.9102,5
5,5,5,28/11/2042,10/03/1990,4.5532,4.5532,5
6,6,6,29/11/2042,11/03/1990,5.6314,5.5532,1
7,7,7,30/11/2042,12/03/1990,6.0071,6.5532,2
8,8,8,01/12/2042,13/03/1990,7.6068,7.5532,4
9,9,1,02/12/2042,14/03/1990,8.5532,8.5532,4
10,10,2,03/12/2042,15/03/1990,9.6314,9.5532,5
11,11,3,04/12/2042,16/03/1990,10.0071,10.5532,1
12,12,4,05/12/2042,17/03/1990,11.6068,11.5532,3
13,1,5,06/12/2042,18/03/1990,0.5532,0.6638,1
14,2,6,07/12/2042,19/03/1990,1.6314,1.8208,2
15,3,7,08/12/2042,20/03/1990,2.0071,2.01,3
1,4,8,09/12/2042,21/03/1990,3.6068,3.9102,5
2,5,1,10/12/2042,22/03/1990,4.5532,4.5532,5
3,6,2,11/12/2042,23/03/1990,5.6314,5.5532,1
4,7,3,12/12/2042,24/03/1990,6.0071,6.5532,2
5,8,4,13/12/2042,01/01/1990,7.6068,7.5532,4
6,9,5,14/12/2042,02/01/1990,8.5532,8.5532,4
7,10,6,15/12/2042,03/01/1990,9.6314,9.5532,5
8,11,7,16/12/2042,04/01/1990,10.0071,10.5532,1
9,12,8,17/12/2042,05/01/1990,11.6068,11.5532,3
10,1,1,18/12/2042,06/01/1990,0.5532,0.6638,1
11,2,2,19/12/2042,07/01/1990,1.6314,1.8208,2
12,3,3,20/12/2042,08/01/1990,2.0071,2.01,3
13,4,4,21/12/2042,09/01/1990,3.6068,3.9102,5
14,5,5,22/12/2042,10/01/1990,4.5532,4.5532,5
15,6,6,23/12/2042,11/01/1990,5.6314,5.5532,1
1,7,7,24/12/2042,12/01/1990,6.0071,6.5532,2
2,8,8,25/12/2042,13/01/1990,7.6068,7.5532,4
3,9,1,26/12/2042,14/01/1990,8.5532,8.5532,4
4,10,2,27/12/2042,15/01/1990,9.6314,9.5532,5
5,11,3,28/12/2042,16/01/1990,10.0071,10.5532,1
6,12,4,29/12/2042,17/01/1990,11.6068,11.5532,3
7,1,5,30/12/2042,18/01/1990,0.5532,0.6638,1
8,2,6,31/12/2042,19/01/1990,1.6314,1.8208,2
9,3,7,01/01/2043,20/01/1990,2.0071,2.01,3
10,4,8,02/01/2043,21/01/1990,3.6068,3.9102,5
11,5,1,03/01/2043,22/01/1990,4.5532,4.5532,5
12,6,2,04/01/2043,23/01/1990,5.6314,5.5532,1
13,7,3,05/01/2043,24/01/1990,6.0071,6.5532,2
14,8,4,06/01/2043,25/01/1990,7.6068,7.5532,4
15,9,5,07/01/2043,26/01/1990,8.5532,8.5532,4
1,10,6,08/01/2043,27/01/1990,9.6314,9.5532,5
2,11,7,09/01/2043,28/01/1990,10.0071,10.5532,1
3,12,8,10/01/2043,29/01/1990,11.6068,11.5532,3
4,1,1,11/01/2043,30/01/1990,0.5532,0.6638,1
5,2,2,12/01/2043,31/01/1990,1.6314,1.8208,2
6,3,3,13/01/2043,01/02/1990,2.0071,2.01,3
7,4,4,14/01/2043,02/02/1990,3.6068,3.9102,5
8,5,5,15/01/2043,03/02/1990,4.5532,4.5532,5
9,6,6,16/01/2043,04/02/1990,5.6314,5.5532,1
10,7,7,17/01/2043,05/02/1990,6.0071,6.5532,2
11,8,8,18/01/2043,06/02/1990,7.6068,7.5532,4
12,9,1,19/01/2043,07/02/1990,8.5532,8.5532,4
13,10,2,20/01/2043,08/02/1990,9.6314,9.5532,5
14,11,3,21/01/2043,09/02/1990,10.0071,10.5532,1
15,12,4,22/01/2043,10/02/1990,11.6068,11.5532,3
1,1,5,23/01/2043,11/02/1990,0.5532,0.6638,1
2,2,6,24/01/2043,12/02/1990,1.6314,1.8208,2
3,3,7,25/01/2043,13/02/1990,2.0071,2.01,3
4,4,8,26/01/2043,14/02/1990,3.6068,3.9102,5
5,5,1,27/01/2043,15/02/1990,4.5532,4.5532,5
6,6,2,28/01/2043,16/02/1990,5.6314,5.5532,1
7,7,3,29/01/2043,17/02/1990,6.0071,6.5532,2
8,8,4,30/01/2043,18/02/1990,7.6068,7.5532,4
9,9,5,31/01/2043,19/02/1990,8.5532,8.5532,4
10,10,6,01/02/2043,20/02/1990,9.6314,9.5532,5
11,11,7,02/02/2043,21/02/1990,10.0071,10.5532,1
12,12,8,03/02/2043,22/02/1990,11.6068,11.5532,3
13,1,1,04/02/2043,23/02/1990,0.5532,0.6638,1
14,2,2,05/02/2043,24/02/1990,1.6314,1.8208,2
15,3,3,06/02/2043,25/02/1990,2.0071,2.01,3
1,4,4,07/02/2043,26/02/1990,3.6068,3.9102,5
2,5,5,08/02/2043,27/02/1990,4.5532,4.5532,5
3,6,6,09/02/2043,28/02/1990,5.6314,5.5532,1
4,7,7,10/02/2043,01/03/1990,6.0071,6.5532,2
5,8,8,11/02/2043,02/03/1990,7.6068,7.5532,4
6,9,1,12/02/2043,03/03/1990,8.5532,8.5532,4
7,10,2,13/02/2043,04/03/1990,9.6314,9.5532,5
8,11,3,14/02/2043,05/03/1990,10.0071,10.5532,1
9,12,4,15/02/2043,06/03/1990,11.6068,11.5532,3
10,1,5,16/02/2043,07/03/1990,0.5532,0.6638,1
11,2,6,17/02/2043,08/03/1990,1.6314,1.8208,2
12,3,7,18/02/2043,09/03/1990,2.0071,2.01,3
13,4,8,19/02/2043,10/03/1990,3.6068,3.9102,5
14,5,1,20/02/2043,11/03/1990,4.5532,4.5532,5
15,6,2,21/02/2043,12/03/1990,5.6314,5.5532,1
1,7,3,22/02/2043,13/03/1990,6.0071,6.5532,2
2,8,4,23/02/2043,14/03/1990,7.6068,7.5532,4
3,9,5,24/02/2043,15/03/1990,8.5532,8.5532,4
4,10,6,25/02/2043,16/03/1990,9.6314,9.5532,5
5,11,7,26/02/2043,17/03/1990,10.0071,10.5532,1
6,12,8,27/02/2043,18/03/1990,11.6068,11.5532,3
7,1,1,28/02/2043,19/03/1990,0.5532,0.6638,1
8,2,2,01/03/2043,20/03/1990,1.6314,1.8208,2
9,3,3,02/03/2043,21/03/1990,2.0071,2.01,3
10,4,4,03/03/2043,22/03/1990,3.6068,3.9102,5
11,5,5,04/03/2043,23/03/1990,4.5532,4.5532,5
12,6,6,05/03/2043,24/03/1990,5.6314,5.5532,1
13,7,7,06/03/2043,01/01/1990,6.0071,6.5532,2
14,8,8,07/03/2043,02/01/1990,7.6068,7.5532,4
15,9,1,08/03/2043,03/01/1990,8.5532,8.5532,4
1,10,2,09/03/2043,04/01/1990,9.6314,9.5532,5
2,11,3,10/03/2043,05/01/1990,10.0071,10.5532,1
3,12,4,11/03/2043,06/01/1990,11.6068,11.5532,3
4,1,5,12/03/2043,07/01/1990,0.5532,0.6638,1
5,2,6,13/03/2043,08/01/1990,1.6314,1.8208,2
6,3,7,14/03/2043,09/01/1990,2.0071,2.01,3
7,4,8,15/03/2043,10/01/1990,3.6068,3.9102,5
8,5,1,16/03/2043,11/01/1990,4.5532,4.5532,5
9,6,2,17/03/2043,12/01/1990,5.6314,5.5532,1
10,7,3,18/03/2043,13/01/1990,6.0071,6.5532,2
11,8,4,19/03/2043,14/01/1990,7.6068,7.5532,4
12,9,5,20/03/2043,15/01/1990,8.5532,8.5532,4
13,10,6,21/03/2043,16/01/1990,9.6314,9.5532,5
14,11,7,22/03/2043,17/01/1990,10.0071,10.5532,1
15,12,8,23/03/2043,18/01/1990,11.6068,11.5532,3
1,1,1,24/03/2043,19/01/1990,0.5532,0.6638,1
2,2,2,25/03/2043,20/01/1990,1.6314,1.8208,2
3,3,3,26/03/2043,21/01/1990,2.0071,2.01,3
4,4,4,27/03/2043,22/01/1990,3.6068,3.9102,5
5,5,5,28/03/2043,23/01/1990,4.5532,4.5532,5
6,6,6,29/03/2043,24/01/1990,5.6314,5.5532,1
7,7,7,30/03/2043,25/01/1990,6.0071,6.5532,2
8,8,8,31/03/2043,26/01/1990,7.6068,7.5532,4
9,9,1,01/04/2043,27/01/1990,8.5532,8.5532,4
10,10,2,02/04/2043,28/01/1990,9.6314,9.5532,5
11,11,3,03/04/2043,29/01/1990,10.0071,10.5532,1
12,12,4,04/04/2043,30/01/1990,11.6068,11.5532,3
13,1,5,05/04/2043,31/01/1990,0.5532,0.6638,1
14,2,6,06/04/2043,01/02/1990,1.6314,1.8208,2
15,3,7,07/04/2043,02/02/1990,2.0071,2.01,3
1,4,8,08/04/2043,03/02/1990,3.6068,3.9102,5
2,5,1,09/04/2043,04/02/1990,4.5532,4.5532,5
3,6,2,10/04/2043,05/02/1990,5.6314,5.5532,1
4,7,3,11/04/2043,06/02/1990,6.0071,6.5532,2
5,8,4,12/04/2043,07/02/1990,7.6068,7.5532,4
6,9,5,13/04/2043,08/02/1990,8.5532,8.5532,4
7,10,6,14/04/2043,09/02/1990,9.6314,9.5532,5
8,11,7,15/04/2043,10/02/1990,10.0071,10.5532,1
9,12,8,16/04/2043,11/02/1990,11.6068,11.5532,3
10,1,1,17/04/2043,12/02/1990,0.5532,0.6638,1
11,2,2,18/04/2043,13/02/1990,1.6314,1.8208,2
12,3,3,19/04/2043,14/02/1990,2.0071,2.01,3
13,4,4,20/04/2043,15/02/1990,3.6068,3.9102,5
14,5,5,21/04/2043,16/02/1990,4.5532,4.5532,5
15,6,6,22/04/2043,17/02/1990,5.6314,5.5532,1
1,7,7,23/04/2043,18/02/1990,6.0071,6.5532,2
2,8,8,24/04/2043,19/02/1990,7.6068,7.5532,4
3,9,1,25/04/2043,20/02/1990,8.5532,8.5532,4
4,10,2,26/04/2043,21/02/1990,9.6314,9.5532,5
5,11,3,27/04/2043,22/02/1990,10.0071,10.5532,1
6,12,4,28/04/2043,23/02/1990,11.6068,11.5532,3
7,1,5,29/04/2043,24/02/1990,0.5532,0.6638,1
8,2,6,30/04/2043,25/02/1990,1.6314,1.8208,2
9,3,7,01/05/2043,26/02/1990,2.0071,2.01,3
10,4,8,02/05/2043,27/02/1990,3.6068,3.9102,5
11,5,1,03/05/2043,28/02/1990,4.5532,4.5532,5
12,6,2,04/05/2043,01/03/1990,5.6314,5.5532,1
13,7,3,05/05/2043,02/03/1990,6.0071,6.5532,2
14,8,4,06/05/2043,03/03/1990,7.6068,7.5532,4
15,9,5,07/05/2043,04/03/1990,8.5532,8.5532,4
1,10,6,08/05/2043,05/03/1990,9.6314,9.5532,5
2,11,7,09/05/2043,06/03/1990,10.0071,10.5532,1
3,12,8,10/05/2043,07/03/1990,11.6068,11.5532,3
4,1,1,11/05/2043,08/03/1990,0.5532,0.6638,1
5,2,2,12/05/2043,09/03/1990,1.6314,1.8208,2
6,3,3,13/05/2043,10/03/1990,2.0071,2.01,3
7,4,4,14/05/2043,11/03/1990,3.6068,3.9102,5
8,5,5,15/05/2043,12/03/1990,4.5532,4.5532,5
9,6,6,16/05/2043,13/03/1990,5.6314,5.5532,1
10,7,7,17/05/2043,14/03/1990,6.0071,6.5532,2
11,8,8,18/05/2043,15/03/1990,7.6068,7.5532,4
12,9,1,19/05/2043,16/03/1990,8.5532,8.5532,4
13,10,2,20/05/2043,17/03/1990,9.6314,9.5532,5
14,11,3,21/05/2043,18/03/1990,10.0071,10.5532,1
15,12,4,22/05/2043,19/03/1990,11.6068,11.5532,3
1,1,5,23/05/2043,20/03/1990,0.5532,0.6638,1
2,2,6,24/05/2043,21/03/1990,1.6314,1.8208,2
3,3,7,25/05/2043,22/03/1990,2.0071,2.01,3
4,4,8,26/05/2043,23/03/1990,3.6068,3.9102,5
5,5,1,27/05/2043,24/03/1990,4.5532,4.5532,5
6,6,2,28/05/2043,01/01/1990,5.6314,5.5532,1
7,7,3,29/05/2043,02/01/1990,6.0071,6.5532,2
8,8,4,30/05/2043,03/01/1990,7.6068,7.5532,4
9,9,5,31/05/2043,04/01/1990,8.5532,8.5532,4
10,10,6,01/06/2043,05/01/1990,9.6314,9.5532,5
11,11,7,02/06/2043,06/01/1990,10.0071,10.5532,1
12,12,8,03/06/2043,07/01/1990,11.6068,11.5532,3
13,1,1,04/06/2043,08/01/1990,0.5532,0.6638,1
14,2,2,05/06/2043,09/01/1990,1.6314,1.8208,2
15,3,3,06/06/2043,10/01/1990,2.0071,2.01,3
1,4,4,07/06/2043,11/01/1990,3.6068,3.9102,5
2,5,5,08/06/2043,12/01/1990,4.5532,4.5532,5
3,6,6,09/06/2043,13/01/1990,5.6314,5.5532,1
4,7,7,10/06/2043,14/01/1990,6.0071,6.5532,2
5,8,8,11/06/2043,15/01/1990,7.6068,7.5532,4
6,9,1,12/06/2043,16/01/1990,8.5532,8.5532,4
7,10,2,13/06/2043,17/01/1990,9.6314,9.5532,5
8,11,3,14/06/2043,18/01/1990,10.0071,10.5532,1
9,12,4,15/06/2043,19/01/1990,11.6068,11.5532,3
10,1,5,16/06/2043,20/01/1990,0.5532,0.6638,1
11,2,6,17/06/2043,21/01/1990,1.6314,1.8208,2
12,3,7,18/06/2043,22/01/1990,2.0071,2.01,3
13,4,8,19/06/2043,23/01/1990,3.6068,3.9102,5
14,5,1,20/06/2043,24/01/1990,4.5532,4.5532,5
15,6,2,21/06/2043,25/01/1990,5.6314,5.5532,1
1,7,3,22/06/2043,26/01/1990,6.0071,6.5532,2
2,8,4,23/06/2043,27/01/1990,7.6068,7.5532,4
3,9,5,24/06/2043,28/01/1990,8.5532,8.5532,4
4,10,6,25/06/2043,29/01/1990,9.6314,9.5532,5
5,11,7,26/06/2043,30/01/1990,10.0071,10.5532,1
6,12,8,27/06/2043,31/01/1990,11.6068,11.5532,3
7,1,1,28/06/2043,01/02/1990,0.5532,0.6638,1
8,2,2,29/06/2043,02/02/1990,1.6314,1.8208,2
9,3,3,30/06/2043,03/02/1990,2.0071,2.01,3
10,4,4,01/07/2043,04/02/1990,3.6068,3.9102,5
11,5,5,02/07/2043,05/02/1990,4.5532,4.5532,5
12,6,6,03/07/2043,06/02/1990,5.6314,5.5532,1
13,7,7,04/07/2043,07/02/1990,6.0071,6.5532,2
14,8,8,05/07/2043,08/02/1990,7.6068,7.5532,4
15,9,1,06/07/2043,09/02/1990,8.5532,8.5532,4
1,10,2,07/07/2043,10/02/1990,9.6314,9.5532,5
2,11,3,08/07/2043,11/02/1990,10.0071,10.5532,1
3,12,4,09/07/2043,12/02/1990,11.6068,11.5532,3
4,1,5,10/07/2043,13/02/1990,0.5532,0.6638,1
5,2,6,11/07/2043,14/02/1990,1.6314,1.8208,2
6,3,7,12/07/2043,15/02/1990,2.0071,2.01,3
7,4,8,13/07/2043,16/02/1990,3.6068,3.9102,5
8,5,1,14/07/2043,17/02/1990,4.5532,4.5532,5
9,6,2,15/07/2043,18/02/1990,5.6314,5.5532,1
10,7,3,16/07/2043,19/02/1990,6.0071,6.5532,2
11,8,4,17/07/2043,20/02/1990,7.6068,7.5532,4
12,9,5,18/07/2043,21/02/1990,8.5532,8.5532,4
13,10,6,19/07/2043,22/02/1990,9.6314,9.5532,5
14,11,7,20/07/2043,23/02/1990,10.0071,10.5532,1
15,12,8,21/07/2043,24/02/1990,11.6068,11.5532,3
1,1,1,22/07/2043,25/02/1990,0.5532,0.6638,1
2,2,2,23/07/2043,26/02/1990,1.6314,1.8208,2
3,3,3,24/07/2043,27/02/1990,2.0071,2.01,3
4,4,4,25/07/2043,28/02/1990,3.6068,3.9102,5
5,5,5,26/07/2043,01/03/1990,4.5532,4.5532,5
6,6,6,27/07/2043,02/03/1990,5.6314,5.5532,1
7,7,7,28/07/2043,03/03/1990,6.0071,6.5532,2
8,8,8,29/07/2043,04/03/1990,7.6068,7.5532,4
9,9,1,30/07/2043,05/03/1990,8.5532,8.5532,4
10,10,2,31/07/2043,06/03/1990,9.6314,9.5532,5
11,11,3,01/08/2043,07/03/1990,10.0071,10.5532,1
12,12,4,02/08/2043,08/03/1990,11.6068,11.5532,3
13,1,5,03/08/2043,09/03/1990,0.5532,0.6638,1
14,2,6,04/08/2043,10/03/1990,1.6314,1.8208,2
15,3,7,05/08/2043,11/03/1990,2.0071,2.01,3
1,4,8,06/08/2043,12/03/1990,3.6068,3.9102,5
2,5,1,07/08/2043,13/03/1990,4.5532,4.5532,5
3,6,2,08/08/2043,14/03/1990,5.6314,5.5532,1
4,7,3,09/08/2043,15/03/1990,6.0071,6.5532,2
5,8,4,10/08/2043,16/03/1990,7.6068,7.5532,4
6,9,5,11/08/2043,17/03/1990,8.5532,8.5532,4
7,10,6,12/08/2043,18/03/1990,9.6314,9.5532,5
8,11,7,13/08/2043,19/03/1990,10.0071,10.5532,1
9,12,8,14/08/2043,20/03/1990,11.6068,11.5532,3
10,1,1,15/08/2043,21/03/1990,0.5532,0.6638,1
11,2,2,16/08/2043,22/03/1990,1.6314,1.8208,2
12,3,3,17/08/2043,23/03/1990,2.0071,2.01,3
13,4,4,18/08/2043,24/03/1990,3.6068,3.9102,5
14,5,5,19/08/2043,01/01/1990,4.5532,4.5532,5
15,6,6,20/08/2043,02/01/1990,5.6314,5.5532,1
